N1,72
N2,90.2
N3,62.4
N5,56.9
N6,66.5
N7,76.8
N8,87.3
N9,98.8
N10,104
N11,93.6
X07,98.6
X08,87.4
X09,81.4
X10,73.9
X11,64.5
X12,59.3
X13,53.8
X14,56.1
X15,40.9
X16,32.2
R1,108.2
R1,105.4
R3,96
R4,93.9
R5,85.5
R6,83.7
B1,92.9
B2,88.6
B3,93.4
B4,72
B5,87.1
B6,87
B7,91.9
B8,94.2
B9,83.4
