N1,120,172,163,485
N2,138,184,169,523
N3,123,175,166,496
N5,103,162,157,453
X07,181,219,192,627
X14,130,185,174,522
X15,100,164,160,456
X16,99,166,163,459
R1,200,229,196,660
R2,168,206,182,589
R4,152,193,174,551
B1,156,195,175,558
B2,156,196,175,560
B9,148,190,173,543
