N1,128,164,148,477
N5,114,156,145,452
N6,128,165,151,481
X07,165,191,165,561
X11,120,163,152,472
X12,122,164,152,475
X14,120,163,150,471
R1,193,207,173,613
R4,160,186,164,549
R6,145,174,154,511
B5,140,172,154,503
B7,155,181,158,532
B8,151,177,154,521
