N1,87,118,105,339
N2,102,127,109,369
N3,78,112,101,321
N6,89,119,103,341
N10,119,139,116,407
X07,114,138,116,401
X11,87,118,105,341
X13,79,115,104,328
X16,62,103,97,291
R3,115,137,115,400
R6,99,125,108,363
B3,104,127,108,363
B6,97,123,105,356
B9,96,123,106,356
