N1,108,147,140,439
N2,148,172,135,522
N3,104,145,140,431
N5,104,145,141,433
X11,154,126,157,534
X12,112,153,147,456
R1,180,193,167,590
R4,138,165,150,499
B5,140,156,151,503
B6,139,165,151,500
B7,137,165,150,498
B8,154,174,155,531
B9,143,168,153,510
