N2,138,180,171,543
N3,129,175,170,527
N5,112,165,163,492
N6,134,179,172,531
N7,137,181,174,547
X07,180,209,190,639
X14,141,189,181,568
X15,107,165,165,489
X16,103,164,165,489
R1,203,223,197,684
R2,181,208,187,635
R3,179,206,187,631
B1,160,192,177,586
B2,192,216,192,660
B7,172,202,184,616
B9,152,188,176,572
