N1,120,163,155,483
N2,154,185,168,555
N3,120,164,157,487
N5,116,162,156,479
N6,120,164,156,486
N7,146,180,166,539
N8,162,191,172,574
N9,178,200,176,604
N10,196,212,183,642
X10,142,180,167,537
X12,121,167,160,494
X15,107,159,154,465
X16,98,152,149,443
R5,152,183,167,550
B3,158,186,168,559
B5,157,185,168,557
