N1,110,149,129,421
N2,128,162,135,458
N3,88,135,120,375
N5,91,137,122,381
N6,100,143,125,401
N7,115,153,130,431
N8,129,163,136,461
N9,134,166,136,470
N10,154,181,145,515
X10,111,152,131,427
X11,136,167,137,474
X12,97,143,126,398
X13,97,144,127,401
R1,160,184,147,527
R4,128,161,134,457
R5,122,157,132,444
R6,124,159,134,449
B5,124,157,132,446
B7,132,165,136,467
B8,132,163,135,463
