N1,94,117,101,348
N2,111,127,106,381
N5,85,112,98,331
N6,94,118,102,350
B7,120,133,109,401
X11,91,117,102,347
X12,87,114,101,338
R4,122,134,110,405
B5,110,126,105,379
R6,113,129,108,388
B8,110,125,103,376
