N1,123,175,170,510
N2,166,204,188,603
N3,117,172,169,501
N5,117,173,170,503
X11,179,212,191,628
X12,131,184,176,534
R1,214,235,199,698
R4,157,196,181,579
B5,163,200,183,591
B6,160,199,182,586
B7,158,199,181,583
B8,178,210,188,623
B9,157,197,181,579
