N1,145,181,174,561
N2,163,193,180,598
N3,126,169,166,520
N5,124,170,167,520
N6,132,173,167,531
N7,133,172,166,530
N8,168,196,181,609
N10,192,213,191,663
N11,174,197,180,615
X07,199,222,199,688
X14,128,173,170,530
R1,188,210,190,655
R2,190,212,192,660
R3,169,197,182,613
R4,172,197,184,616
R5,138,176,171,545
R6,159,190,179,591
B1,166,194,179,603
B3,165,193,178,599
B7,174,200,187,622
B8,166,192,177,598
B9,150,184,174,569
