N1,121,151,134,442
N5,100,139,127,401
N6,114,148,132,430
N8,146,168,142,495
N10,161,178,148,526
X07,147,174,150,510
X11,117,151,134,438
X13,97,141,133,406
X14,108,146,132,422
X16,84,132,155,375
R3,148,169,143,498
R6,131,158,138,464
B2,118,150,135,438
B3,137,160,137,471
B6,128,155,134,454
B8,137,163,142,480
B9,124,154,138,452
