N1,131,176,162,500
N5,116,166,155,467
N6,130,160,175,497
X07,177,210,181,601
X11,122,173,161,487
X12,124,175,163,494
X14,122,172,161,486
R1,192,216,183,625
R4,165,198,174,570
R6,157,192,170,549
B5,144,183,164,524
B7,162,196,172,562
B8,158,191,168,549
